2020-04-22 10:36:28;127.0.0.1;302+1
2020-04-22 10:42:29;127.0.0.1;353+1
2020-04-22 10:43:49;127.0.0.1;354+1
2020-04-22 10:43:52;127.0.0.1;129+1
2020-04-22 10:44:26;127.0.0.1;303+1
2020-04-22 10:53:38;127.0.0.1;355+1
2020-04-22 10:53:40;127.0.0.1;130+1
2020-04-22 10:56:17;127.0.0.1;356+1
2020-04-22 10:56:21;127.0.0.1;131+1
2020-04-22 10:58:52;127.0.0.1;132+1
2020-04-22 10:58:53;127.0.0.1;201+1
2020-04-22 10:59:38;127.0.0.1;357+1
2020-04-22 10:59:42;127.0.0.1;133+1
2020-04-22 10:59:45;127.0.0.1;202+1
2020-04-22 11:00:06;127.0.0.1;457+1
2020-04-22 11:00:14;127.0.0.1;134+1
2020-04-22 11:00:18;127.0.0.1;203+1
2020-04-22 11:00:52;127.0.0.1;358+1
2020-04-22 11:00:53;127.0.0.1;135+1
2020-04-22 11:00:54;127.0.0.1;136+1
2020-04-22 11:00:55;127.0.0.1;359+1
2020-04-22 11:00:59;127.0.0.1;458+1
2020-04-22 11:00:59;127.0.0.1;459+1
2020-04-22 11:05:18;127.0.0.1;460+1
2020-04-22 11:05:22;127.0.0.1;360+1
2020-04-22 11:05:26;127.0.0.1;137+1
2020-04-22 11:05:31;127.0.0.1;461+1
2020-04-22 11:05:35;127.0.0.1;361+1
2020-04-22 11:06:27;127.0.0.1;462+1
2020-04-22 11:06:32;127.0.0.1;362+1
2020-04-22 11:06:37;127.0.0.1;138+1
2020-04-22 11:07:11;127.0.0.1;363+1
2020-04-22 11:07:16;127.0.0.1;139+1
2020-04-22 11:07:49;127.0.0.1;364+1
2020-04-22 11:07:53;127.0.0.1;140+1
2020-04-22 11:07:57;127.0.0.1;141+1
2020-04-22 11:08:00;127.0.0.1;463+1
2020-04-22 11:08:32;127.0.0.1;365+1
2020-04-22 11:08:36;127.0.0.1;142+1
2020-04-22 11:10:52;127.0.0.1;366+1
2020-04-22 11:10:56;127.0.0.1;464+1
2020-04-22 11:11:15;127.0.0.1;465+1
2020-04-22 11:11:21;127.0.0.1;143+1
2020-04-22 11:11:27;127.0.0.1;367+1
2020-04-22 11:12:24;127.0.0.1;201+1
2020-04-22 11:13:01;127.0.0.1;466+1
2020-04-22 11:14:22;127.0.0.1;467+1
2020-04-22 11:14:27;127.0.0.1;368+1
2020-04-22 11:14:30;127.0.0.1;144+1
2020-04-22 11:16:04;127.0.0.1;369+1
2020-04-22 11:16:06;127.0.0.1;370-1
2020-04-22 11:16:10;127.0.0.1;369+1
2020-04-22 11:17:42;127.0.0.1;370+1
2020-04-22 11:17:44;127.0.0.1;371+1
2020-04-22 11:17:47;127.0.0.1;145+1
2020-04-22 11:17:58;127.0.0.1;146+1
2020-04-22 11:18:04;127.0.0.1;304+1
2020-04-22 11:18:34;127.0.0.1;305+1
2020-04-22 11:18:39;127.0.0.1;204+1
2020-04-22 11:18:42;127.0.0.1;204+1
2020-04-22 11:19:35;127.0.0.1;372+1
2020-04-22 11:19:39;127.0.0.1;306+1
2020-04-22 11:19:44;127.0.0.1;205+1
2020-04-22 11:20:44;127.0.0.1;307+1
2020-04-22 11:20:51;127.0.0.1;468+1
2020-04-22 11:20:55;127.0.0.1;373+1
2020-04-22 11:26:41;127.0.0.1;374+1
2020-04-22 11:26:45;127.0.0.1;147+1
2020-04-22 11:26:51;127.0.0.1;206+1
2020-04-22 11:27:13;127.0.0.1;375+1
2020-04-22 11:27:16;127.0.0.1;148+1
2020-04-22 11:27:20;127.0.0.1;308+1
2020-04-22 11:27:46;127.0.0.1;376+1
2020-04-22 11:27:48;127.0.0.1;149+1
2020-04-22 11:28:17;127.0.0.1;150+1
2020-04-22 11:28:20;127.0.0.1;377+1
2020-04-22 11:29:39;127.0.0.1;378+1
2020-04-22 11:29:40;127.0.0.1;151+1
2020-04-22 11:33:15;127.0.0.1;379+1
2020-04-22 11:33:16;127.0.0.1;152+1
2020-04-22 11:33:38;127.0.0.1;469+1
2020-04-22 11:33:40;127.0.0.1;380+1
2020-04-22 11:33:50;127.0.0.1;153+1
2020-04-22 11:33:53;127.0.0.1;205+1
2020-04-22 11:34:04;127.0.0.1;207+1
2020-04-22 11:34:11;127.0.0.1;202+1
2020-04-22 11:35:41;127.0.0.1;381+1
2020-04-22 11:35:48;127.0.0.1;154+1
2020-04-22 11:36:15;127.0.0.1;382+1
2020-04-22 11:36:44;127.0.0.1;155+1
2020-04-22 11:49:01;127.0.0.1;156+1
2020-04-22 11:51:27;127.0.0.1;383+1
2020-04-22 11:51:30;127.0.0.1;157+1
2020-04-22 11:52:35;127.0.0.1;384+1
2020-04-22 11:52:37;127.0.0.1;158+1
2020-04-22 11:52:40;127.0.0.1;206+1
2020-04-22 11:52:44;127.0.0.1;470+1
2020-04-22 11:52:50;127.0.0.1;309+1
2020-04-22 11:53:19;127.0.0.1;385+1
2020-04-22 11:53:43;127.0.0.1;159+1
2020-04-22 11:54:02;127.0.0.1;386+1
2020-04-22 11:54:31;127.0.0.1;160+1
2020-04-22 11:54:35;127.0.0.1;161+1
2020-04-22 12:03:01;127.0.0.1;387+1
2020-04-22 12:03:02;127.0.0.1;387+1
2020-04-22 12:03:02;127.0.0.1;387+1
2020-04-22 12:03:03;127.0.0.1;471+1
2020-04-22 12:03:04;127.0.0.1;472+1
2020-04-22 12:03:04;127.0.0.1;472+1
2020-04-22 12:03:05;127.0.0.1;472+1
2020-04-22 12:03:09;127.0.0.1;162+1
2020-04-22 12:03:09;127.0.0.1;162+1
2020-04-22 12:03:10;127.0.0.1;162+1
2020-04-22 12:03:10;127.0.0.1;162+1
2020-04-22 12:03:14;127.0.0.1;162+1
2020-04-22 12:03:15;127.0.0.1;162+1
2020-04-22 12:03:16;127.0.0.1;387+1
2020-04-22 12:03:16;127.0.0.1;387+1
2020-04-22 12:03:44;127.0.0.1;387+1
2020-04-22 12:03:46;127.0.0.1;387+1
2020-04-22 12:03:47;127.0.0.1;162+1
2020-04-22 12:03:47;127.0.0.1;162+1
2020-04-22 12:03:49;127.0.0.1;203+1
2020-04-22 12:03:49;127.0.0.1;204+1
2020-04-22 12:03:50;127.0.0.1;204+1
2020-04-22 12:03:52;127.0.0.1;300+1
2020-04-22 12:03:52;127.0.0.1;301+1
2020-04-22 12:03:53;127.0.0.1;301+1
2020-04-22 12:03:53;127.0.0.1;301-1
2020-04-22 12:03:54;127.0.0.1;300-1
2020-04-22 12:03:54;127.0.0.1;299-1
2020-04-22 12:03:55;127.0.0.1;298+1
2020-04-22 12:04:49;127.0.0.1;387+1
2020-04-22 12:04:50;127.0.0.1;472+1
2020-04-22 12:04:51;127.0.0.1;472-1
2020-04-22 12:04:52;127.0.0.1;387-1
2020-04-22 12:04:53;127.0.0.1;162+1
2020-04-22 12:04:54;127.0.0.1;162-1
2020-04-22 12:04:55;127.0.0.1;207+1
2020-04-22 12:04:56;127.0.0.1;208-1
2020-04-22 12:04:57;127.0.0.1;207+1
2020-04-22 12:04:58;127.0.0.1;207-1
2020-04-22 12:04:59;127.0.0.1;206+1
2020-04-22 12:04:59;127.0.0.1;206-1
2020-04-22 12:05:00;127.0.0.1;205-1
2020-04-22 12:05:00;127.0.0.1;204+1
2020-04-22 12:05:01;127.0.0.1;204+1
2020-04-22 12:05:02;127.0.0.1;204-1
2020-04-22 12:05:03;127.0.0.1;208-1
2020-04-22 12:05:04;127.0.0.1;207+1
2020-04-22 12:05:05;127.0.0.1;207+1
2020-04-22 12:05:05;127.0.0.1;207-1
2020-04-22 12:05:05;127.0.0.1;206-1
2020-04-22 12:05:22;127.0.0.1;386-1
2020-04-22 12:05:22;127.0.0.1;385-1
2020-04-22 12:05:23;127.0.0.1;384-1
2020-04-22 12:05:23;127.0.0.1;383-1
2020-04-22 12:05:23;127.0.0.1;382-1
2020-04-22 12:05:23;127.0.0.1;381-1
2020-04-22 12:05:23;127.0.0.1;380-1
2020-04-22 12:05:24;127.0.0.1;379-1
2020-04-22 12:05:24;127.0.0.1;378-1
2020-04-22 12:05:25;127.0.0.1;377+1
2020-04-22 12:05:26;127.0.0.1;377+1
2020-04-22 12:05:26;127.0.0.1;377+1
2020-04-22 12:05:26;127.0.0.1;377+1
2020-04-22 12:05:27;127.0.0.1;161-1
2020-04-22 12:05:27;127.0.0.1;160-1
2020-04-22 12:05:27;127.0.0.1;159-1
2020-04-22 12:05:27;127.0.0.1;158-1
2020-04-22 12:05:27;127.0.0.1;157-1
2020-04-22 12:06:44;127.0.0.1;377-1
2020-04-22 12:06:44;127.0.0.1;376-1
2020-04-22 12:06:44;127.0.0.1;375-1
2020-04-22 12:06:44;127.0.0.1;374-1
2020-04-22 12:06:44;127.0.0.1;373-1
2020-04-22 12:06:44;127.0.0.1;372-1
2020-04-22 12:06:45;127.0.0.1;371-1
2020-04-22 12:06:46;127.0.0.1;471-1
2020-04-22 12:06:46;127.0.0.1;470-1
2020-04-22 12:06:46;127.0.0.1;469-1
2020-04-22 12:06:46;127.0.0.1;468-1
2020-04-22 12:06:47;127.0.0.1;467-1
2020-04-22 12:06:47;127.0.0.1;156-1
2020-04-22 12:06:48;127.0.0.1;155-1
2020-04-22 12:06:48;127.0.0.1;154-1
2020-04-22 12:06:48;127.0.0.1;153-1
2020-04-22 12:06:48;127.0.0.1;152-1
2020-04-22 12:06:49;127.0.0.1;151+1
2020-04-22 12:06:49;127.0.0.1;151+1
2020-04-22 12:06:49;127.0.0.1;151+1
2020-04-22 12:06:49;127.0.0.1;151+1
2020-04-22 12:06:49;127.0.0.1;151+1
2020-04-22 12:06:50;127.0.0.1;151-1
2020-04-22 12:06:50;127.0.0.1;150-1
2020-04-22 12:06:58;127.0.0.1;204-1
2020-04-22 12:06:58;127.0.0.1;203-1
2020-04-22 12:06:58;127.0.0.1;202-1
2020-04-22 12:06:58;127.0.0.1;201-1
2020-04-22 12:06:58;127.0.0.1;200-1
2020-04-22 12:06:59;127.0.0.1;199+1
2020-04-22 12:06:59;127.0.0.1;199+1
2020-04-22 12:06:59;127.0.0.1;199+1
2020-04-22 12:06:59;127.0.0.1;199+1
2020-04-22 12:07:00;127.0.0.1;199+1
2020-04-22 12:07:00;127.0.0.1;199+1
2020-04-22 12:07:05;127.0.0.1;199-1
2020-04-22 12:07:07;127.0.0.1;198+1
2020-04-22 12:07:36;127.0.0.1;198-1
2020-04-22 12:07:37;127.0.0.1;197-1
2020-04-22 12:07:38;127.0.0.1;196+1
2020-04-22 12:07:38;127.0.0.1;196+1
2020-04-22 12:08:14;127.0.0.1;310-1
2020-04-22 12:08:14;127.0.0.1;309-1
2020-04-22 12:08:14;127.0.0.1;309+1
2020-04-22 12:08:15;127.0.0.1;309+1
2020-04-22 12:08:15;127.0.0.1;309+1
2020-04-22 12:08:15;127.0.0.1;309+1
2020-04-22 12:08:16;127.0.0.1;309-1
2020-04-22 12:08:16;127.0.0.1;205-1
2020-04-22 12:08:17;127.0.0.1;205-1
2020-04-22 12:08:17;127.0.0.1;205-1
2020-04-22 12:08:18;127.0.0.1;203-1
2020-04-22 12:08:18;127.0.0.1;203-1
2020-04-22 12:08:19;127.0.0.1;298-1
2020-04-22 12:08:19;127.0.0.1;298-1
2020-04-22 12:08:20;127.0.0.1;196-1
2020-04-22 12:08:20;127.0.0.1;196-1
2020-04-22 12:08:22;127.0.0.1;466-1
2020-04-22 12:08:22;127.0.0.1;466-1
2020-04-22 12:08:23;127.0.0.1;370-1
2020-04-22 12:08:23;127.0.0.1;370-1
2020-04-22 12:08:24;127.0.0.1;149-1
2020-04-22 12:08:36;127.0.0.1;370+1
2020-04-22 12:08:37;127.0.0.1;370+1
2020-04-22 12:08:37;127.0.0.1;370-1
2020-04-22 12:08:38;127.0.0.1;370-1
2020-04-22 12:09:11;127.0.0.1;370+1
2020-04-22 12:09:13;127.0.0.1;371-1
2020-04-22 12:09:13;127.0.0.1;371+1
2020-04-22 12:09:14;127.0.0.1;149-1
2020-04-22 12:09:16;127.0.0.1;148+1
2020-04-22 12:09:17;127.0.0.1;148-1
2020-04-22 12:09:17;127.0.0.1;148-1
2020-04-22 12:09:18;127.0.0.1;148+1
2020-04-22 12:09:21;127.0.0.1;205+1
2020-04-22 12:09:22;127.0.0.1;206-1
2020-04-22 12:09:23;127.0.0.1;206+1
2020-04-22 12:09:25;127.0.0.1;196+1
2020-04-22 12:09:26;127.0.0.1;197-1
2020-04-22 12:09:27;127.0.0.1;298-1
2020-04-22 12:50:27;127.0.0.1;466-1
2020-04-22 12:50:28;127.0.0.1;465+1
2020-04-22 12:50:28;127.0.0.1;465-1
2020-04-22 12:50:31;127.0.0.1;371-1
2020-04-22 12:50:32;127.0.0.1;371+1
